Zone,Nom,Catégorie,Type,Latitude,Longitude
El Jadida,Café sans nom,Café,Formel,33.230212,-8.5284282
El Jadida,Acima,Supermarché,Formel,33.2432681,-8.5134649
El Jadida,La Portugaise,Restaurant,Formel,33.2561191,-8.5031031
El Jadida,Restaurant sans nom,Restaurant,Formel,33.2520138,-8.5027505
El Jadida,Snack Bismillah,Restaurant,Formel,33.2558431,-8.5044118
El Jadida,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,33.2536284,-8.5090198
El Jadida,Restaurant sans nom,Restaurant,Formel,33.2516279,-8.5025929
El Jadida,Restaurant sans nom,Restaurant,Formel,33.2517288,-8.5026469
El Jadida,Boulangerie sans nom,Boulangerie,Formel,33.2479123,-8.5006638
El Jadida,Café sans nom,Café,Formel,33.2385983,-8.5325791
El Jadida,Restaurant du port,Restaurant,Formel,33.2552479,-8.5002314
El Jadida,Pharmacie Jebli صيدلية جبلي,Parapharmacie,Formel,33.2230377,-8.4958124
El Jadida,Pharmacie Hay Salam صيدلية حي السلام,Parapharmacie,Formel,33.225935,-8.496973
El Jadida,Pharmacie Route De Marrakech صيدلية طريق مراكش,Parapharmacie,Formel,33.2219292,-8.491993
El Jadida,Pharmacie Al Balssam صيدلية البلسم,Parapharmacie,Formel,33.224309,-8.4930444
El Jadida,Pharmacie Al Mahabba صيدلية المحبة,Parapharmacie,Formel,33.2237501,-8.5006604
El Jadida,Pharmacie Khalil Jabrane صيدلية خليل جبران,Parapharmacie,Formel,33.228664,-8.5198234
El Jadida,Pharmacie Islam صيدلية اسلام,Parapharmacie,Formel,33.2213762,-8.5031173
El Jadida,Pharmacie Sherif صيدلية شريف,Parapharmacie,Formel,33.2260032,-8.5020405
El Jadida,Pharmacie Najd 2 صيدلية نجد,Parapharmacie,Formel,33.2268176,-8.5050351
El Jadida,Pharmacie Jnane El Matar صيدلية جنان المطار,Parapharmacie,Formel,33.2274883,-8.5165511
El Jadida,Pharmacie Commerciale صيدلية التجارية,Parapharmacie,Formel,33.2285084,-8.5074016
El Jadida,Pharmacie Belfadla صيدلية بلفاضلا,Parapharmacie,Formel,33.2305078,-8.5050155
El Jadida,Pharmacie L'Afrique صيدلية أفريقيا,Parapharmacie,Formel,33.2281448,-8.4816342
El Jadida,Pharmacie Azzaytouna صيدلية الزيتونة,Parapharmacie,Formel,33.2278895,-8.4997064
El Jadida,Pharmacie Cité Universitaire صيدلية الحي الجامعي,Parapharmacie,Formel,33.2244685,-8.4828123
El Jadida,Pharmacie Al Ghazwa صيدلية الغزوة,Parapharmacie,Formel,33.2332186,-8.5050348
El Jadida,Pharmacie Grande Al Hawzia الصيدلية الكبرى للحوزية,Parapharmacie,Formel,33.2298637,-8.4704769
El Jadida,Pharmacie Al Boustane الصيدلية البستان,Parapharmacie,Formel,33.2320673,-8.4866693
El Jadida,Pharmacie Al Hamrae الصيدلية الحمراء,Parapharmacie,Formel,33.2366571,-8.4819324
El Jadida,Pharmacie Al Masjid صيدلية المسجد,Parapharmacie,Formel,33.2353919,-8.4871536
El Jadida,Pharmacie El Kawassim صيدلية القواسم,Parapharmacie,Formel,33.2355304,-8.477676
El Jadida,Pharmacie Al Wahat الصيدلية الواحات,Parapharmacie,Formel,33.2326482,-8.4818477
El Jadida,Pharmacie Le Grand Parc صيدلية البارك الكبير,Parapharmacie,Formel,33.2377999,-8.5111008
El Jadida,Pharmacie Sid Moussa صيدلية سيدي موسى,Parapharmacie,Formel,33.2333471,-8.492578
El Jadida,Pharmacie Marjana صيدلية مرجانة,Parapharmacie,Formel,33.2274216,-8.5276798
El Jadida,Pharmacie Liban صيدلية لبنان,Parapharmacie,Formel,33.2438546,-8.487045
El Jadida,Pharmacie Hakima صيدلية حكيمة,Parapharmacie,Formel,33.2376599,-8.4914393
El Jadida,Pharmacie La Famille صيدلية الأسرة,Parapharmacie,Formel,33.2354286,-8.4903909
El Jadida,Pharmacie Jawhara صيدلية جوهرة,Parapharmacie,Formel,33.2269657,-8.4935786
El Jadida,Pharmacie Achour صيدلية اشور,Parapharmacie,Formel,33.2373077,-8.5034253
El Jadida,Pharmacie Al Jahidi صيدلية الجاهدي,Parapharmacie,Formel,33.229685,-8.493702
El Jadida,Pharmacie La Pleiade صيدلية الديوان,Parapharmacie,Formel,33.2313479,-8.5190773
El Jadida,Pharmacie Belhaj صيدلية بلحاج,Parapharmacie,Formel,33.2305618,-8.5325049
El Jadida,Pharmacie Al Qods صيدلية القدس,Parapharmacie,Formel,33.2411322,-8.4974862
El Jadida,Pharmacie Moulay Driss صيدلية مولاي ادريس,Parapharmacie,Formel,33.2322965,-8.4952411
El Jadida,Pharmacie Ouassat El Jadida صيدلية وسط الجديدة,Parapharmacie,Formel,33.2357009,-8.5193437
El Jadida,Pharmacie Oasis صيدلية الواحة,Parapharmacie,Formel,33.2285544,-8.5247937
El Jadida,Pharmacie Izdihar صيدلية ازدهار,Parapharmacie,Formel,33.2292485,-8.5125414
El Jadida,Pharmacie Fadwa صيدلية فدوى,Parapharmacie,Formel,33.2263896,-8.5219398
El Jadida,Pharmacie Saqr صيدلية صقر,Parapharmacie,Formel,33.2400215,-8.5336317
El Jadida,Pharmacie Natale صيدلية ناتال,Parapharmacie,Formel,33.2328583,-8.5354618
El Jadida,Pharmacie Ibrahim Al Khalil صيدلية ابراهيم الخليل,Parapharmacie,Formel,33.2353346,-8.5329315
El Jadida,Pharmacie Hacienda صيدلية هاسياندا,Parapharmacie,Formel,33.2296809,-8.549818
El Jadida,Pharmacie Acharif Al Idrissi صيدلية الشريف الادريسي,Parapharmacie,Formel,33.2305274,-8.5275179
El Jadida,Pharmacie Melk Cheikh صيدلية ملك الشيخ,Parapharmacie,Formel,33.2342323,-8.5273791
El Jadida,Pharmacie Diamant Vert صيدلية الماسة الزرقاء,Parapharmacie,Formel,33.2272265,-8.5461774
El Jadida,Pharmacie Iness صيدلية اناس,Parapharmacie,Formel,33.2325687,-8.549439
El Jadida,Pharmacie Lawina صيدلية لعوينة,Parapharmacie,Formel,33.2549857,-8.5174514
El Jadida,Pharmacie Pierre De Corail صيدلية حجر المرجان,Parapharmacie,Formel,33.2239565,-8.5280094
El Jadida,Pharmacie Sanaa صيدلية سناء,Parapharmacie,Formel,33.2477286,-8.5319524
El Jadida,Pharmacie Hajji صيدلية حاجي,Parapharmacie,Formel,33.2470734,-8.5279156
El Jadida,Pharmacie Cotière صيدلية الساحل,Parapharmacie,Formel,33.24834,-8.5220595
El Jadida,Pharmacie Narjiss صيدلية نرجس,Parapharmacie,Formel,33.2510941,-8.524019
El Jadida,Pharmacie El Araki صيدلية العراقي,Parapharmacie,Formel,33.2462122,-8.53353
El Jadida,Pharmacie Azur صيدلية أزور,Parapharmacie,Formel,33.2382287,-8.5468333
El Jadida,Pharmacie Les Fleurs صيدلية الورود,Parapharmacie,Formel,33.2396834,-8.5368492
El Jadida,Pharmacie Mazagan صيدلية مازاكان,Parapharmacie,Formel,33.2507218,-8.5267656
El Jadida,Pharmacie Al Moujahid Al Ayachi صيدلية المجاهد العياشي,Parapharmacie,Formel,33.2453685,-8.5254802
El Jadida,Pharmacie Essaada صيدلية السعادة,Parapharmacie,Formel,33.2428516,-8.5252388
El Jadida,Pharmacie Najih صيدلية نجيح,Parapharmacie,Formel,33.243207,-8.5312016
El Jadida,Pharmacie et Laboratoire Imane صيدلية و مختبر ايمان,Parapharmacie,Formel,33.2441971,-8.4953457
El Jadida,Pharmacie Ennakhil صيدلية النخيل,Parapharmacie,Formel,33.2430644,-8.4921565
El Jadida,Pharmacie Amoury صيدلية عموري,Parapharmacie,Formel,33.2538389,-8.5190577
El Jadida,Pharmacie Omar Ben Khattab صيدلية عمر بن الخطاب,Parapharmacie,Formel,33.2337008,-8.5267311
El Jadida,Pharmacie La Province صيدلية العمالة,Parapharmacie,Formel,33.2455387,-8.5072729
El Jadida,Pharmacie Al Nasr صيدلية النصر,Parapharmacie,Formel,33.2535995,-8.5213942
El Jadida,Pharmacie Polyclinique صيدلية بوليكلينيك,Parapharmacie,Formel,33.245858,-8.5191703
El Jadida,Pharmacie Lina صيدلية لينا,Parapharmacie,Formel,33.2423192,-8.517643
El Jadida,Pharmacie Al Moukawana صيدلية المقاومة,Parapharmacie,Formel,33.2432892,-8.501845
El Jadida,Pharmacie Oscar صيدلية أوسكار,Parapharmacie,Formel,33.2497932,-8.499538
El Jadida,Pharmacie Moderne الصيدلية الحديثة,Parapharmacie,Formel,33.2559889,-8.5147903
El Jadida,Pharmacie Populaire الصيدلية الشعبية,Parapharmacie,Formel,33.254729,-8.506892
El Jadida,Pharmacie Derb El Hajjaj صيدلية درب الحجاج,Parapharmacie,Formel,33.2562816,-8.5049762
El Jadida,Pharmacie Du Soleil صيدلية الشمس,Parapharmacie,Formel,33.2529009,-8.5102349
El Jadida,Pharmacie De France صيدلية فرنسا,Parapharmacie,Formel,33.2575825,-8.5095417
El Jadida,Pharmacie El Manar صيدلية المنار,Parapharmacie,Formel,33.2516084,-8.5126459
El Jadida,Pharmacie Semlali صيدلية سملالي,Parapharmacie,Formel,33.2501616,-8.5105769
El Jadida,Pharmacie La Paix صيدلية السلام,Parapharmacie,Formel,33.2533024,-8.5121384
El Jadida,Pharmacie Al Fath صيدلية الفتح,Parapharmacie,Formel,33.248296,-8.5061224
El Jadida,Pharmacie El Breija صيدلية البريجة,Parapharmacie,Formel,33.2573063,-8.5060371
El Jadida,Pharmacie Belbachir صيدلية بلبشير,Parapharmacie,Formel,33.2603491,-8.5099483
El Jadida,Pharmacie Des Doukkala صيدلية دكالة,Parapharmacie,Formel,33.2500258,-8.5040119
El Jadida,Pharmacie Lalla Zahra صيدلية لالة زهرة,Parapharmacie,Formel,33.2536882,-8.5146733
El Jadida,Pharmacie Dikra صيدلية ذكرى,Parapharmacie,Formel,33.2477695,-8.499859
El Jadida,Pharmacie Bouchtia صيدلية بوشتية,Parapharmacie,Formel,33.2527036,-8.503733
El Jadida,Pharmacie El Ghorba صيدلية الغربة,Parapharmacie,Formel,33.2216212,-8.4765585
El Jadida,Pharmacie Khansae صيدلية الخنساء,Parapharmacie,Formel,33.2523503,-8.5245989
El Jadida,Pharmacie El Massira صيدلية المسيرة,Parapharmacie,Formel,33.2473793,-8.5007258
El Jadida,Pharmacie Annour صيدلية النور,Parapharmacie,Formel,33.2422827,-8.5273172
El Jadida,Pharmacie Gasmy صيدلية كاسمي,Parapharmacie,Formel,33.252184,-8.5039525
El Jadida,Pharmacie Jorf صيدلية جرف,Parapharmacie,Formel,33.252153,-8.5088372
El Jadida,Pharmacie Des Unions صيدلية الاتحاد,Parapharmacie,Formel,33.2465224,-8.5001893
El Jadida,Pharmacie La Victoire صيدلية النصر,Parapharmacie,Formel,33.2499096,-8.5206546
El Jadida,Pharmacie Dolphine صيدلية الدلفين,Parapharmacie,Formel,33.2490392,-8.5295434
El Jadida,Pharmacie Hay Lmatar صيدلية حي المطار,Parapharmacie,Formel,33.2316791,-8.5243105
El Jadida,Pharmacie Varenne صيدلية فارين,Parapharmacie,Formel,33.2371773,-8.5170182
El Jadida,Pharmacie Al Kheir صيدلية الخير,Parapharmacie,Formel,33.2508749,-8.5211566
El Jadida,Pharmacie Attissir صيدلية التيسير,Parapharmacie,Formel,33.2387467,-8.496767
El Jadida,Pharmacie Timouyasse صيدلية تيموياس,Parapharmacie,Formel,33.2359803,-8.4943638
El Jadida,Pharmacie Espace Al Massira صيدلية فضاء المسيرة,Parapharmacie,Formel,33.2398457,-8.4926873
El Jadida,Pharmacie Shahme صيدلية شهم,Parapharmacie,Formel,33.2261546,-8.5103572
El Jadida,Pharmacie Al Kawtar صيدلية الكوثر,Parapharmacie,Formel,33.2386379,-8.5264582
El Jadida,Pharmacie La Santé صيدلية الصحة,Parapharmacie,Formel,33.2377031,-8.5310191
El Jadida,Pharmacie l'Océan صيدلية المحيط,Parapharmacie,Formel,33.2436343,-8.522587
El Jadida,Pharmacie Karim صيدلية كريم,Parapharmacie,Formel,33.2403059,-8.5244509
El Jadida,Pharmacie Les Parents صيدلية الأبوين,Parapharmacie,Formel,33.2435201,-8.51347
El Jadida,Mille d'Or,Café,Formel,33.2304437,-8.4845338
El Jadida,Adresse House,Café,Formel,33.2293625,-8.4874194
El Jadida,Restaurant sans nom,Restaurant,Formel,33.254105,-8.5013667
El Jadida,Café Amira,Café,Formel,33.2523602,-8.5145133
El Jadida,Café Malmo FF,Café,Formel,33.2296382,-8.4932363
El Jadida,Carrefour Market,Supermarché,Formel,33.2397398,-8.4963011
El Jadida,Burger King,Restaurant,Formel,33.2396546,-8.4965032
El Jadida,Shawarma Avenue,Restaurant,Formel,33.2398699,-8.49653
El Jadida,Pharmacie Al Adarissa صيدلية الأدارسة,Parapharmacie,Formel,33.2280036,-8.5026924
El Jadida,Espace Etoile,Café,Formel,33.2251127,-8.5024215
El Jadida,Jivara,Café,Formel,33.2251306,-8.5025985
El Jadida,Resto House,Restaurant,Formel,33.2247821,-8.5019316
El Jadida,La Falaise,Café,Formel,33.2281368,-8.5044725
El Jadida,Nevada,Café,Formel,33.2281667,-8.5045422
El Jadida,Wharsapp Pool,Restaurant,Formel,33.2282856,-8.5054117
El Jadida,Najd,Boulangerie,Formel,33.2284098,-8.5064319
El Jadida,Paoula,Café,Formel,33.2283582,-8.506659
El Jadida,Achour,Parapharmacie,Formel,33.2370971,-8.5035767
El Jadida,Kalaat Naji,Restaurant,Formel,33.2450178,-8.4954533
El Jadida,Paramienne,Parapharmacie,Formel,33.2386656,-8.4962206
El Jadida,Les Vagues,Café,Formel,33.24736,-8.4948769
El Jadida,Smiley Beach,Café,Formel,33.2492285,-8.4985537
El Jadida,MM Factory,Restaurant,Formel,33.225461,-8.5014482
El Jadida,BIM,Supérette / Mini-market,Formel,33.232579,-8.4862098
El Jadida,Four Sister,Restaurant,Formel,33.2324548,-8.486292
El Jadida,102,Café,Formel,33.2322185,-8.486478
El Jadida,Zenga,Restaurant,Formel,33.2447487,-8.4950806
El Jadida,O'Parc,Café,Formel,33.2468205,-8.4970234
El Jadida,El Khair,Café,Formel,33.2424316,-8.4987839
El Jadida,Jawhara,Café,Formel,33.2426141,-8.4979256
El Jadida,Café de La Gare,Café,Formel,33.2446902,-8.4993751
El Jadida,L'Araucaria,Restaurant,Formel,33.2473114,-8.497489
El Jadida,Bingo,Restaurant,Formel,33.2469749,-8.4974819
El Jadida,Riad,Café,Formel,33.2487023,-8.5010336
El Jadida,Oscar,Café,Formel,33.2495192,-8.4995794
El Jadida,Snack Lamrissa,Restaurant,Formel,33.2542316,-8.5028258
El Jadida,Snack Aymen Marina,Restaurant,Formel,33.2547901,-8.5033591
El Jadida,Tacos de Ville,Restaurant,Formel,33.2547363,-8.5034896
El Jadida,Snack El Bahri,Restaurant,Formel,33.2546892,-8.5030186
El Jadida,Snack Al Borj,Restaurant,Formel,33.2548054,-8.5032072
El Jadida,Lokman,Café,Formel,33.2548782,-8.5041454
El Jadida,La Détente,Café,Formel,33.2501519,-8.5038652
El Jadida,Luigi,Restaurant,Formel,33.2492173,-8.5049848
El Jadida,Café la Tulibe,Café,Formel,33.2503697,-8.5006182
El Jadida,Dar Atay,Café,Formel,33.2563909,-8.5023244
El Jadida,Haoua,Café,Formel,33.2561712,-8.5026373
El Jadida,Les Kechois,Restaurant,Formel,33.2558556,-8.5028848
El Jadida,La Détente,Café,Formel,33.2502844,-8.5040006
El Jadida,O'Delice Food,Restaurant,Formel,33.2559895,-8.5042958
El Jadida,Arriadia,Café,Formel,33.2517819,-8.5046571
El Jadida,Nzaha,Café,Formel,33.2516645,-8.5048109
El Jadida,Luxia,Parapharmacie,Formel,33.2396924,-8.481749
El Jadida,Il Cucina,Restaurant,Formel,33.2479023,-8.5097553
El Jadida,Tacos O'Mexico,Restaurant,Formel,33.2477864,-8.5096292
El Jadida,Le Tamaris,Restaurant,Formel,33.2522931,-8.5038458
El Jadida,Marché Lalla Zahra,Épicerie,Informel,33.2542122,-8.5137244
El Jadida,Marché Central,Épicerie,Informel,33.249949,-8.5054676
El Jadida,McDonald's,Restaurant,Formel,33.2437993,-8.4828847
El Jadida,Pharmacie Essaada,Parapharmacie,Formel,33.2429162,-8.525176
El Jadida,KFC,Restaurant,Formel,33.2439463,-8.4833257
El Jadida,La Grillardière,Restaurant,Formel,33.2437976,-8.4841071
El Jadida,Oasis,Restaurant,Formel,33.2444766,-8.490674
El Jadida,Parapharmacie sans nom,Parapharmacie,Formel,33.243546,-8.4926451
El Jadida,Amwaj,Restaurant,Formel,33.2441176,-8.4788256
El Jadida,Samurai,Restaurant,Formel,33.2377593,-8.4954123
El Jadida,Burger King,Restaurant,Formel,33.239855,-8.4966824
El Jadida,Café sans nom,Café,Formel,33.2431803,-8.4705685
El Jadida,Tobacco Shop,Supérette / Mini-market,Formel,33.2263391,-8.5025566
El Jadida,Carrefour Market,Supermarché,Formel,33.2275141,-8.5066451
El Jadida,Shérif,Parapharmacie,Formel,33.2259756,-8.501966
El Jadida,Fatima Ezzahra,Parapharmacie,Formel,33.2263037,-8.501713
El Jadida,Istanbul,Café,Formel,33.2244568,-8.5004322
El Jadida,Paoula,Café,Formel,33.2283492,-8.5067416
El Jadida,Formidable,Café,Formel,33.2271703,-8.5069356
El Jadida,La Mémoire,Café,Formel,33.2268288,-8.4987809
El Jadida,Top Kiosque,Supérette / Mini-market,Formel,33.2293876,-8.4972623
El Jadida,Azzaytouna,Café,Formel,33.2284061,-8.4996302
El Jadida,Restaurant sans nom,Restaurant,Formel,33.2285014,-8.504595
El Jadida,Maison Z,Restaurant,Formel,33.2247167,-8.4984993
El Jadida,Venezia Ice,Café,Formel,33.2354384,-8.503962
El Jadida,Marché El Koudia,Épicerie,Informel,33.234086,-8.4996405
El Jadida,La Vallée,Café,Formel,33.2340934,-8.4991707
El Jadida,Épicerie sans nom,Épicerie,Informel,33.2369984,-8.5034255
El Jadida,Marjane,Supermarché,Formel,33.2240704,-8.4931241
El Jadida,Épicerie sans nom,Épicerie,Informel,33.243922,-8.4967488
El Jadida,Amista,Restaurant,Formel,33.2408852,-8.4947928
El Jadida,Hill Side Coffee,Café,Formel,33.2389285,-8.4977128
El Jadida,Solymar,Café,Formel,33.2472824,-8.4947398
El Jadida,Café sans nom,Café,Formel,33.2473578,-8.4948744
El Jadida,Yasmina,Café,Formel,33.2474369,-8.4950091
El Jadida,Les Terrasses,Restaurant,Formel,33.2399127,-8.5093071
El Jadida,Lojain,Parapharmacie,Formel,33.2408972,-8.5112961
El Jadida,Mwaline Babouch,Restaurant,Formel,33.2513549,-8.5007299
El Jadida,La Costa,Café,Formel,33.2500122,-8.4982895
El Jadida,La Varenne,Café,Formel,33.2503097,-8.4986391
El Jadida,La Rose,Café,Formel,33.2504559,-8.4988099
El Jadida,Dades Diamantine,Café,Formel,33.2506405,-8.4990335
El Jadida,Les 4 Dauphins,Café,Formel,33.2507808,-8.4992019
El Jadida,Sidi Moussa,Épicerie,Informel,33.2351336,-8.4908543
El Jadida,Jawhara,Épicerie,Informel,33.2292552,-8.4913964
El Jadida,Le Colloque,Restaurant,Formel,33.2289429,-8.4891821
El Jadida,101,Restaurant,Formel,33.2297113,-8.4885937
El Jadida,Restaurant sans nom,Restaurant,Formel,33.2293479,-8.4874086
El Jadida,Restaurant sans nom,Restaurant,Formel,33.2312965,-8.4867626
El Jadida,Café sans nom,Café,Formel,33.2418409,-8.4989324
El Jadida,Kiosque sans nom,Kiosque,Informel,33.2431237,-8.5005302
El Jadida,La Kasbah,Café,Formel,33.2450164,-8.5008877
El Jadida,Espace Bouchrit,Restaurant,Formel,33.2518521,-8.5027516
El Jadida,Tropical,Restaurant,Formel,33.2517579,-8.5027029
El Jadida,Espace Théatre,Restaurant,Formel,33.2517177,-8.5026821
El Jadida,Ayour Tacos,Restaurant,Formel,33.2516811,-8.5026625
El Jadida,Snack France,Restaurant,Formel,33.2515968,-8.5026593
El Jadida,Principale,Parapharmacie,Formel,33.2514624,-8.5025804
El Jadida,Magic Deserts,Restaurant,Formel,33.2514038,-8.5026674
El Jadida,Snack Dauphin,Restaurant,Formel,33.2513239,-8.5027581
El Jadida,Snack Lozan,Restaurant,Formel,33.2511475,-8.5029722
El Jadida,Regalito,Restaurant,Formel,33.2510365,-8.5031178
El Jadida,Tout Va Bien,Café,Formel,33.2509906,-8.5032161
El Jadida,Big One,Restaurant,Formel,33.2521339,-8.5029189
El Jadida,Bouanba,Restaurant,Formel,33.2519273,-8.5031948
El Jadida,Zahwa,Café,Formel,33.2523112,-8.503512
El Jadida,Épicerie sans nom,Épicerie,Informel,33.2539348,-8.5038478
El Jadida,Kissariat Nahoun,Épicerie,Informel,33.2540128,-8.5040614
El Jadida,Épicerie sans nom,Épicerie,Informel,33.2543455,-8.5038767
El Jadida,Mrizika,Restaurant,Formel,33.2542178,-8.5010607
El Jadida,Pesca,Restaurant,Formel,33.2547432,-8.5006472
El Jadida,Port,Restaurant,Formel,33.2551916,-8.5002881
El Jadida,Ex Quick,Restaurant,Formel,33.2534953,-8.5013736
El Jadida,Place Youssef Ibn Tachfine,Épicerie,Informel,33.2550835,-8.5043037
El Jadida,Tchikito,Restaurant,Formel,33.2549953,-8.5044983
El Jadida,Épicerie sans nom,Épicerie,Informel,33.2551456,-8.5045683
El Jadida,Laqraqchia,Épicerie,Informel,33.2549045,-8.5044691
El Jadida,Souika Bouchrit,Épicerie,Informel,33.2553733,-8.504982
El Jadida,Restaurant sans nom,Restaurant,Formel,33.2457033,-8.5047483
El Jadida,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,33.2418252,-8.5034744
El Jadida,Al Fath,Parapharmacie,Formel,33.2482725,-8.5061135
El Jadida,Restaurant sans nom,Restaurant,Formel,33.2561938,-8.5008882
El Jadida,Restaurant sans nom,Restaurant,Formel,33.2563293,-8.5010381
El Jadida,Le Lokal,Restaurant,Formel,33.256382,-8.5022099
El Jadida,Café do Mar,Café,Formel,33.2568235,-8.5014832
El Jadida,Riad Eucalyptus,Restaurant,Formel,33.2569845,-8.5020144
El Jadida,L'Iglesia,Restaurant,Formel,33.2569902,-8.5018942
El Jadida,Café Fikhra,Café,Formel,33.2574316,-8.5050114
El Jadida,Épicerie sans nom,Épicerie,Informel,33.256278,-8.5044593
El Jadida,Souk Naajat,Épicerie,Informel,33.2564346,-8.5050759
El Jadida,La Perle,Restaurant,Formel,33.2560571,-8.5043339
El Jadida,Kissariat Tazi,Épicerie,Informel,33.2558966,-8.5048851
El Jadida,Souk Lakdim,Épicerie,Informel,33.2556205,-8.5053089
El Jadida,Swika Allal Fassi ⵙⵡⵉⵇⴰ ⵄⵍⵍⴰⵍ ⵍⴼⴰⵙⵉ,Épicerie,Informel,33.2559818,-8.5055272
El Jadida,Épicerie sans nom,Épicerie,Informel,33.2555861,-8.5057368
El Jadida,Weld El-Lawya,Café,Formel,33.2550042,-8.5054853
El Jadida,Épicerie sans nom,Épicerie,Informel,33.2548509,-8.5061482
El Jadida,Galerie Loulidi,Épicerie,Informel,33.2546741,-8.5063176
El Jadida,Ritaj,Épicerie,Informel,33.2551613,-8.5060676
El Jadida,Dar Damana,Boulangerie,Formel,33.2256716,-8.5071624
El Jadida,Restaurant sans nom,Restaurant,Formel,33.2443829,-8.4889138
El Jadida,Restaurant sans nom,Restaurant,Formel,33.2440062,-8.471106
El Jadida,Restaurant M.M,Restaurant,Formel,33.2438975,-8.4776918
El Jadida,Pharmacie Jaouher,Parapharmacie,Formel,33.2426384,-8.4786911
El Jadida,Marché de Gros de Fruits et Légumes,Épicerie,Informel,33.2360885,-8.4815022
El Jadida,Café Chaimaa,Café,Formel,33.2329685,-8.536864
El Jadida,Épicerie sans nom,Épicerie,Informel,33.2539672,-8.5076647
El Jadida,Kissariat Nassiria,Épicerie,Informel,33.2539227,-8.5081939
El Jadida,Kissariat Yassine,Épicerie,Informel,33.2546465,-8.5072296
El Jadida,Mini Brahim,Supermarché,Formel,33.2445267,-8.4903282
El Jadida,La Qualita,Café,Formel,33.2267629,-8.4990274
El Jadida,Café Marmara,Café,Formel,33.2443016,-8.5130888
El Jadida,Café Cappuccino,Café,Formel,33.2448743,-8.5124357
El Jadida,Marché de Proximité Ibn Badiss,Supermarché,Formel,33.2470342,-8.5174
El Menzel,Supermarché sans nom,Supermarché,Formel,34.2256209,-4.0061987
El Menzel,Café sans nom,Café,Formel,34.2230964,-4.0074694
El Menzel,Café Dghoughi,Café,Formel,34.2258577,-4.007845
El Menzel,Restaurant sans nom,Restaurant,Formel,34.2233094,-4.0082475
El Menzel,Les Deux Rives,Restaurant,Formel,34.2237502,-4.0084014
El Menzel,Café sans nom,Café,Formel,34.2231898,-4.0079667
El Menzel,Snack Chez Amigos,Restaurant,Formel,34.2234543,-4.0076748
El Menzel,Café sans nom,Café,Formel,34.2232568,-4.0077268
El Menzel,Patisserie Al-Ahram,Café,Formel,34.22129,-4.0068587
El Menzel,Café sans nom,Café,Formel,34.2235243,-4.00843
El Menzel,Café sans nom,Café,Formel,34.2229258,-4.0081454
El Menzel,Café sans nom,Café,Formel,34.2221514,-4.0080022
El Menzel,La laiterie centrale,Restaurant,Formel,34.2231066,-4.0077896
El Menzel,Café sans nom,Café,Formel,34.2226254,-4.0089524
El Menzel,Cyber,Café,Formel,34.2236716,-4.0084538
El Menzel,Café sans nom,Café,Formel,34.223308,-4.0079163
El Menzel,Café sans nom,Café,Formel,34.2234928,-4.0085599
El Menzel,Café Marjna مقهى مرجانة,Café,Formel,34.2280131,-3.9933221
El Menzel,Souq,Épicerie,Informel,34.2337717,-3.9862067
El Menzel,Souq al Had,Épicerie,Informel,34.2100088,-4.0218694
El Menzel,Restaurant Paradise Moumou,Restaurant,Formel,34.2143999,-4.0091792
El Menzel,Restaurant Ramsis مطعم رمسيس,Restaurant,Formel,34.2231098,-4.0114181
El Menzel,LA GARE,Café,Formel,34.2310806,-4.008029
El Menzel,cafè pyramide,Café,Formel,34.2309854,-4.010711
El Menzel,café al ghazala,Café,Formel,34.2304848,-4.0087496
El Menzel,Youssef,Restaurant,Formel,34.2303445,-4.0090017
El Menzel,Time 2,Restaurant,Formel,34.2135177,-4.0108246
El Menzel,NAHDA PALACE,Café,Formel,34.2279819,-4.0235768
El Menzel,Le gouffre,Café,Formel,34.2175756,-4.0053818
El Menzel,Pharmacie Taza صيدلية تازة,Parapharmacie,Formel,34.2033198,-4.0160214
El Menzel,Pharmacie Al Wifaq صيدلية الوفاق,Parapharmacie,Formel,34.2002362,-4.0104609
El Menzel,Pharmacie Bab Zitouna صيدلية باب الزيتونة,Parapharmacie,Formel,34.2080822,-4.0199038
El Menzel,Pharmacie Bab Rih صيدلية باب الريح,Parapharmacie,Formel,34.211542,-4.0199452
El Menzel,Pharmacie Jamaa Lakbir صيدلية المسجد الكبير,Parapharmacie,Formel,34.211792,-4.0176826
El Menzel,Pharmacie El Moaskar صيدلية المعسكر,Parapharmacie,Formel,34.2188916,-4.0176291
El Menzel,Pharmacie El Fath صيدلية الفتح,Parapharmacie,Formel,34.2139772,-4.0139717
El Menzel,Pharmacie Imam Malik صيدلية الإمام مالك,Parapharmacie,Formel,34.2185086,-4.0142911
El Menzel,Pharmacie Aharrach صيدلية أحراش,Parapharmacie,Formel,34.2095349,-4.0152044
El Menzel,Pharmacie El Koucha صيدلية الكوشة,Parapharmacie,Formel,34.2166871,-4.0166013
El Menzel,Pharmacie Al Masbah صيدلية المسبح,Parapharmacie,Formel,34.2083475,-4.0041779
El Menzel,Pharmacie Friouato صيدلية إفريواطو,Parapharmacie,Formel,34.2109737,-4.0075349
El Menzel,Pharmacie Jiarine صيدلية الجيارين,Parapharmacie,Formel,34.2080342,-3.9999986
