Zone,Nom,Catégorie,Type,Latitude,Longitude
ahfir,9achla electro,Supermarché,Formel,34.9514504,-2.0971672
ahfir,Café Les Boules,Café,Formel,34.9479687,-2.1041091
ahfir,مقهى واحمد,Café,Formel,34.9690256,-2.1005571
ahfir,Pharmacie Aloods,Pharmacie,Formel,34.9526995,-2.0998022
ahfir,Pharmacie Carrefour صيدلية كارفور,Pharmacie,Formel,34.9553288,-2.1023462
ahfir,Café sans nom,Café,Formel,34.9404116,-2.1267975
ahfir,Pharmacie L'Oriental صيدلية الشرق,Pharmacie,Formel,34.9470925,-2.10192
ahfir,Pharmacie El Nahda صيدلية النهضة,Pharmacie,Formel,34.9502056,-2.1013835
ahfir,Pharmacie Soulimani صيدلية سليماني,Pharmacie,Formel,34.951916,-2.101
ahfir,Pharmacie El Mahi صيدلية الماحي,Pharmacie,Formel,34.95278,-2.1034086
ahfir,Pharmacie El Rahma صيدلية الرحمة,Pharmacie,Formel,34.9510432,-2.1023545
ahfir,Pharmacie Assalam صيدلية السلام,Pharmacie,Formel,34.9518852,-2.099911
ahfir,Pharmacie Principale الصيدلية الرئيسية,Pharmacie,Formel,34.9542968,-2.1023277
ahfir,Pharmacie Imam Malik صيدلية امام مالك,Pharmacie,Formel,34.9579263,-2.1003938
ahfir,Pharmacie Ahfir صيدلية أحفير,Pharmacie,Formel,34.9622677,-2.1030921
ahfir,Pharmacie Annasri صيدلية الناصري,Pharmacie,Formel,34.9502957,-2.1146793
ahfir,Restaurant Pizza Ajoued,Restaurant,Formel,34.9615883,-2.0308892
ahfir,Café Al-Walaja,Café,Formel,34.9612197,-2.033227
ahfir,Lahbib,Marché,Informel,34.9637311,-2.0314012
ahfir,Café sans nom,Café,Formel,34.9613136,-2.0328124
ahfir,Supermarché sans nom,Supermarché,Formel,34.9613898,-2.0349606
ahfir,Marché vert,Marché,Informel,34.9638188,-2.0295976
ahfir,صيدلية طالب,Pharmacie,Formel,34.9758856,-2.1012309
ahfir,مقهى الشعبي,Café,Formel,34.9768971,-2.1010638
ahfir,في ميمي,Confiserie,Informel,34.976203,-2.1013671
ahfir,أوبختي للخضروات,Fruits et légumes,Informel,34.9755801,-2.1012704
ahfir,عند الحاج عبد الحفيظ,Restaurant,Formel,34.9738238,-2.101406
ahfir,لزعر أحمد,Fruits et légumes,Informel,34.9755552,-2.0988741
ahfir,عند تيب,Fast-food,Formel,34.9760993,-2.1014005
ain_bni_mathar,Pharmacie Ennour صيدلي النور,Pharmacie,Formel,34.0188669,-2.0255583
ain_bni_mathar,Pharmacie L'armoise صيدلية أغمواز,Pharmacie,Formel,34.0191693,-2.0267836
ain_bni_mathar,Pharmacie Rim صيدلية ريم,Pharmacie,Formel,34.0172413,-2.025273
ain_bni_mathar,Pharmacie Essabil صيدلية السبيل,Pharmacie,Formel,34.0167416,-2.0266913
ain_bni_mathar,Pharmacie Ziani صيدلية الزياني,Pharmacie,Formel,34.0087494,-2.0194308
ain_bni_mathar,Pharmacie Errayhane صيدلية الريحان,Pharmacie,Formel,34.0242942,-2.0290992
ain_bni_mathar,marché de fruit et légume,Marché,Informel,34.0053449,-2.020027
ain_bni_mathar,marché de bétail,Marché,Informel,34.0040271,-2.0212223
ain_bni_mathar,abattoirs municipaux,Boucherie,Informel,34.0034049,-2.0197869
aklim,ⴰⴳⴰⴷⴰⵣ ⴻⵏ ⵜ'ⵥⴹⵓⴹⵉⵏ,Marché,Informel,34.971458,-3.1502765
aklim,Marché sans nom,Marché,Informel,34.9715565,-3.1503084
al_aroui,Berkani,Restaurant,Formel,35.011822,-3.0046919
al_aroui,Restaurant sans nom,Restaurant,Formel,35.003568,-3.0315064
al_aroui,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,35.0049027,-3.0241156
al_aroui,Café Le Voyageur مقهى المسافر,Café,Formel,35.0062978,-3.0172102
al_aroui,Pharmacie Achifae صيدلية الشفاء,Pharmacie,Formel,35.0114647,-3.0069732
al_aroui,Pharmacie Al Farhani صيدلية الفرحاني,Pharmacie,Formel,35.0103663,-3.0017054
al_aroui,Pharmacie Al Khamrichi صيدلية الخمريشي,Pharmacie,Formel,35.0119392,-3.0134588
al_aroui,Pharmacie Al Kamal صيدلية الكمال,Pharmacie,Formel,35.011245,-3.0081749
al_aroui,Pharmacie Du Centre صيدلية المركز,Pharmacie,Formel,35.0123258,-3.0051869
al_aroui,Pharmacie Sinouh صيدلية سينوح,Pharmacie,Formel,35.0085253,-3.0116349
al_aroui,Pharmacie Belganch صيدلية بلكنش,Pharmacie,Formel,35.0062624,-2.9946619
al_aroui,Pharmacie Badr صيدلية بدر,Pharmacie,Formel,35.0094743,-3.0110985
al_aroui,Pharmacie Zaidi صيدلية الزايدي,Pharmacie,Formel,35.0060032,-3.018201
al_aroui,Pharmacie Aberkani صيدلية أبركاني,Pharmacie,Formel,35.0110209,-3.0102992
al_aroui,Pharmacie Hilal Akhdar صيدلية الهلال الاخضر,Pharmacie,Formel,35.0115262,-3.0051172
al_aroui,Pharmacie Al Aroui صيدلية العروي,Pharmacie,Formel,35.0117678,-3.0039853
al_aroui,Pharmacie Al Hakim صيدلية الحكيم,Pharmacie,Formel,35.0121369,-3.0022096
al_aroui,Pharmacie Idrissi صيدلية ادريسي,Pharmacie,Formel,35.0124313,-3.0073434
al_aroui,Pharmacie Al Hanae صيدلية الهناء,Pharmacie,Formel,35.0150684,-2.9908561
al_aroui,Pharmacie Balkhir صيدلية بلخير,Pharmacie,Formel,35.0096764,-3.0054068
al_aroui,Pharmacie Bellafkih صيدلية بلفقيه,Pharmacie,Formel,35.0086571,-2.9971295
al_aroui,Pharmacie Rahmani صيدلية رحماني,Pharmacie,Formel,35.0115833,-2.9990285
al_aroui,Pharmacie Ibn Haitham صيدلية ابن الهيثم,Pharmacie,Formel,35.0129497,-2.9999351
al_aroui,Pharmacie Ben Tahar صيدلية بنطاهر,Pharmacie,Formel,35.0038072,-3.0072765
al_aroui,Pharmacie et Laboratoire Errahma صيدلية ومختبر الرحمة,Pharmacie,Formel,35.0072231,-3.0151436
al_aroui,Pharmacie La Résistance صيدلية المقاومة,Pharmacie,Formel,35.0097436,-3.0041719
al_aroui,Pharmacie Moulay Ismail صيدلية مولاي إسماعيل,Pharmacie,Formel,35.0101555,-3.0004596
al_aroui,Cafe Schiphol,Pub,Formel,35.002147,-3.0336188
al_aroui,Café sans nom,Café,Formel,35.0099592,-3.0098957
al_aroui,Cafe Hilton Chamal,Café,Formel,35.007786,-3.0124729
al_aroui,Pharmacie Al Qods صيدلية القدس,Pharmacie,Formel,35.0172905,-3.0034917
al_aroui,Pharmacie Rond Point صيدلية المدار,Pharmacie,Formel,35.0176605,-2.9950618
al_aroui,Café sans nom,Café,Formel,35.0463259,-2.8846884
ben_taieb,Café sans nom,Café,Formel,34.6166189,-2.4385066
ben_taieb,Restaurant sans nom,Restaurant,Formel,34.6165218,-2.438571
ben_taieb,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,34.6166979,-2.438762
ben_taieb,Restaurant sans nom,Restaurant,Formel,34.6151439,-2.4398563
ben_taieb,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,34.6149585,-2.4398778
ben_taieb,Café sans nom,Café,Formel,34.615294,-2.4398992
berkane,Pharmacie Khaibar صيدلية خيبر,Pharmacie,Formel,34.9089233,-2.3069212
berkane,Pharmacie Ouartass صيدلية ورطاس,Pharmacie,Formel,34.9129704,-2.3194686
berkane,Pharmacie Zouhair صيدلية زهير,Pharmacie,Formel,34.9106785,-2.3159549
berkane,Pharmacie Ismaili صيدلية اسماعيلي,Pharmacie,Formel,34.9120994,-2.3114166
berkane,Pharmacie Foufa صيدلية فوفا,Pharmacie,Formel,34.90924,-2.3140344
berkane,Pharmacie Sebbani صيدلية صباني,Pharmacie,Formel,34.9101941,-2.3447627
berkane,Pharmacie La Paix صيدلية السلام,Pharmacie,Formel,34.9128912,-2.3467252
berkane,Pharmacie Marché Couvert صيدلية السوق المغطى,Pharmacie,Formel,34.9115848,-2.3492455
berkane,Pharmacie Tizghin صيدلية تيزغين,Pharmacie,Formel,34.9074639,-2.3421053
berkane,Souk Hebdomadaire السوق الاسبوعي الجملة,Marché,Informel,34.9136894,-2.3283271
berkane,Marjane مرجان,Supermarché,Formel,34.919552,-2.3440724
berkane,Pharmacie Bachiri صيدلية بشيري,Pharmacie,Formel,34.9204071,-2.3255189
berkane,Carrefour Market كارفور,Supermarché,Formel,34.9310987,-2.309557
berkane,boulangerie Beladi مخبزة بلادي,Boulangerie,Formel,34.9244782,-2.3082325
berkane,Café Soussi,Café,Formel,34.9293911,-2.3130966
berkane,Café Des Etudiants,Café,Formel,34.922807,-2.3277265
berkane,faryad فرياض,Marché,Informel,34.921259,-2.3163686
berkane,Café Titanic,Café,Formel,34.9257137,-2.3312238
berkane,Café Royal,Café,Formel,34.9263603,-2.3319158
berkane,Café le printemps,Café,Formel,34.9260458,-2.3315993
berkane,Café kadis,Café,Formel,34.9256082,-2.331382
berkane,Grande Pharmacie Centrale الصيدلية المركزية الكبرى,Pharmacie,Formel,34.926103,-2.3318917
berkane,Café Faransa,Café,Formel,34.9253882,-2.3311429
berkane,Pharmacie Ibn Sina صيدلية ابن سينا,Pharmacie,Formel,34.9225448,-2.3274267
berkane,Pharmacie Boushaba صيدلية بوسحابة,Pharmacie,Formel,34.9234694,-2.3097061
berkane,Café aghdal,Café,Formel,34.9243809,-2.3086091
berkane,Pharmacie Chifae صيدلية الشفاء,Pharmacie,Formel,34.924682,-2.3179215
berkane,Pizzeria Oscar,Restaurant,Formel,34.9225167,-2.3273179
berkane,Café Al Missri,Café,Formel,34.9223804,-2.3267439
berkane,Pharmacie la Victoire صيدلية النصر,Pharmacie,Formel,34.9285109,-2.3189673
berkane,Café al arrahma,Café,Formel,34.9324304,-2.3219791
berkane,Pharmacie Ouarch صيدلية ورش,Pharmacie,Formel,34.917861,-2.3216638
berkane,Pharmacie Bounlete صيدلية بونيت,Pharmacie,Formel,34.941023,-2.3313332
berkane,Cafe IN,Café,Formel,34.9299215,-2.3083792
berkane,Pharmacie Sukhar صيدلية سوخار,Pharmacie,Formel,34.913617,-2.3153755
berkane,Pharmacie Pasteur صيدلية باستور,Pharmacie,Formel,34.9160408,-2.3152629
berkane,Pharmacie Plestine صيدلية فلسطين,Pharmacie,Formel,34.9150687,-2.3218128
berkane,Pharmacie Filali صيدلية فيلالي,Pharmacie,Formel,34.9216095,-2.3136938
berkane,Pharmacie Moulay Youssef صيدلية مولاي يوسف,Pharmacie,Formel,34.9226017,-2.3324687
berkane,Pharmacie Khalid Ibn El Walid صيدلية خالد ابن الوليد,Pharmacie,Formel,34.9189923,-2.3118136
berkane,Pharmacie El Harti صيدلية الحارثي,Pharmacie,Formel,34.9191023,-2.3175803
berkane,Pharmacie Al Widadia صيدلية الودادية,Pharmacie,Formel,34.9178751,-2.3193399
berkane,Pharmacie El Mekteb صيدلية المكتب,Pharmacie,Formel,34.9217062,-2.3172397
berkane,Pharmacie Fethi صيدلية فتحي,Pharmacie,Formel,34.9205186,-2.3219979
berkane,Pharmacie Bouyakchar صيدلية بوياكشار,Pharmacie,Formel,34.9178267,-2.3317987
berkane,Pharmacie El Madina صيدلية المدينة,Pharmacie,Formel,34.9194894,-2.3305864
berkane,Pharmacie Andalous صيدلية الأندلس,Pharmacie,Formel,34.9195641,-2.3238004
berkane,Pharmacie Principale الصيدلية الرئيسية,Pharmacie,Formel,34.9236723,-2.3141659
berkane,Pharmacie Laayoune صيدلية العيون,Pharmacie,Formel,34.9220273,-2.3205012
berkane,Pharmacie Ibn Al Baytar صيدلية ابن البيطار,Pharmacie,Formel,34.923901,-2.305218
berkane,Pharmacie Abdellaoui صيدلية عبدلاوي,Pharmacie,Formel,34.9263905,-2.3106414
berkane,Pharmacie Sidi Ahmed Aberkane صيدلية سيدي محمد أبركان,Pharmacie,Formel,34.9219218,-2.3308438
berkane,Pharmacie Bouarfa صيدلية بوعرفة,Pharmacie,Formel,34.9229642,-2.3248089
berkane,Pharmacie El Mossalla صيدلية المصلى,Pharmacie,Formel,34.9244904,-2.3233605
berkane,Pharmacie Complexe Sportif صيدلية المركب الرياضي,Pharmacie,Formel,34.9340034,-2.3204744
berkane,Pharmacie Al Majd صيدلية المجد,Pharmacie,Formel,34.9357713,-2.3233444
berkane,Pharmacie Al Moumen صيدلية المومن,Pharmacie,Formel,34.920479,-2.3358113
berkane,Pharmacie Boulevard Mohamed V صيدلية شارع محمد,Pharmacie,Formel,34.9236415,-2.3357416
berkane,Pharmacie Grance Place صيدلية الساحة الكبيرة,Pharmacie,Formel,34.9231225,-2.3371953
berkane,Pharmacie Hay Al Amal صيدلية حي الأمل,Pharmacie,Formel,34.928484,-2.312857
berkane,Pharmacie Marbouha صيدلية مربوحة,Pharmacie,Formel,34.9301465,-2.325238
berkane,Pharmacie 19 Mai صيدلية 19 ماي,Pharmacie,Formel,34.9390608,-2.3249001
berkane,Pharmacie Laymoun صيدلية الليمون,Pharmacie,Formel,34.929047,-2.3223681
berkane,Pharmacie Beni Attig صيدلية بني عتيق,Pharmacie,Formel,34.9328336,-2.3398775
berkane,Pharmacie Al Khalil صيدلية الخليل,Pharmacie,Formel,34.93527,-2.3259676
berkane,Pharmacie Karakchou صيدلية كراكشو,Pharmacie,Formel,34.939716,-2.3282046
berkane,Pharmacie Al Massira صيدلية المسيرة,Pharmacie,Formel,34.9279166,-2.3339123
berkane,Pharmacie Al Hambra صيدلية العنبرة,Pharmacie,Formel,34.9346983,-2.3310745
berkane,Pharmacie Abdellah صيدلية عبد الله,Pharmacie,Formel,34.926452,-2.3364389
berkane,Pharmacie Al Ahram صيدلية الأهرام,Pharmacie,Formel,34.9313603,-2.3313964
berkane,Pharmacie Moulouya صيدلية ملوية,Pharmacie,Formel,34.9286203,-2.3391265
berkane,Pharmacie Al Istiklal صيدلية الاستقلال,Pharmacie,Formel,34.9307622,-2.3470873
berkane,Pharmacie Smimou صيدلية سميمو,Pharmacie,Formel,34.9143033,-2.3493725
berkane,Pharmacie El Ghazouani صيدلية الغزواني,Pharmacie,Formel,34.916126,-2.3484887
berkane,Pharmacie Belfilali صيدلية بلفيلالي,Pharmacie,Formel,34.9204942,-2.3139309
berkane,Pharmacie Lemhal صيدلية لمهل,Pharmacie,Formel,34.9147263,-2.3129029
berkane,Pharmacie Bouhdila صيدلية بوهديلة,Pharmacie,Formel,34.9303037,-2.3409872
berkane,Pharmacie Eddarrak صيدلية الدراق,Pharmacie,Formel,34.9263034,-2.3262314
berkane,Pharmacie El Ahmadi صيدلية الأحمدي,Pharmacie,Formel,34.9332831,-2.3437755
berkane,Pharmacie Béni-Snassen صيدلية بني سناسن,Pharmacie,Formel,34.924305,-2.330091
berkane,Pharmacie et Laboratoire Ibn Rochd صيدلية و مختبر ابن رشد,Pharmacie,Formel,34.9221019,-2.3248825
berkane,Pharmacie Populaire الصيدلية الشعبية,Pharmacie,Formel,34.9207468,-2.3278291
berkane,Carrefour Market,Supermarché,Formel,34.9311611,-2.3095862
berkane,Souk Faryad سوق فرياض,Fruits et légumes,Informel,34.9211927,-2.3165397
berkane,Marjane مرجان,Supermarché,Formel,34.9193861,-2.3444196
berkane,مكلتي,Fast-food,Formel,34.9291981,-2.3176973
berkane,Jnane berkane,Restaurant,Formel,34.938547,-2.348959
berkane,Café,Café,Formel,34.9327409,-2.2769024
berkane,Marché couvert,Marché,Informel,34.9321123,-2.2270408
berkane,Le complexe Ramdani مجمع رمضاني,Restaurant,Formel,34.9158244,-2.2037118
berkane,Café Ramdani مقهى رمضاني,Café,Formel,34.9172644,-2.2042043
bni_ansar,Alibaba Cafeteria,Café,Formel,35.2831667,-2.9385521
bni_ansar,"Cafetería ""El Bombón""",Café,Formel,35.2752997,-2.9384114
bni_ansar,Mercado de Beni Enzar سوق بني انصار,Marché,Informel,35.2622062,-2.9340427
bni_ansar,Pharmacie Al Moustaoussaf صيدلية المستوصف,Pharmacie,Formel,35.26119,-2.9336402
bni_ansar,Restaurant sans nom,Restaurant,Formel,35.2689467,-2.9295594
bni_ansar,Restaurant sans nom,Restaurant,Formel,35.2697303,-2.9278137
bni_ansar,Restaurante Miguel Benitez,Restaurant,Formel,35.2792329,-2.9364543
bni_ansar,Café de Marruecos مقهى المغرب,Café,Formel,35.2656441,-2.9319818
bni_ansar,Farmacia Bassets Rutllant,Pharmacie,Formel,35.2819367,-2.938928
bni_ansar,Suma,Supermarché,Formel,35.280401,-2.9387842
bni_ansar,Pharmacie Ananou صيدلية اعنانو,Pharmacie,Formel,35.2503777,-2.9313582
bni_ansar,Pharmacie Abdellah صيدلية عبد الله,Pharmacie,Formel,35.2537289,-2.940042
bni_ansar,Pharmacie Mazzouja صيدلية مزوجة,Pharmacie,Formel,35.2503788,-2.9399141
bni_ansar,Pharmacie Madrid صيدلية مدريد,Pharmacie,Formel,35.259982,-2.9302085
bni_ansar,Pharmacie Abdelmoumen صيدلية عبد المومن,Pharmacie,Formel,35.2560478,-2.9352676
bni_ansar,Pharmacie Bab Melilla صيدلية باب مليلية,Pharmacie,Formel,35.2665296,-2.9332307
bni_ansar,Pharmacie Beni Ansar صيدلية بني انصار,Pharmacie,Formel,35.2658027,-2.9320533
bni_ansar,Pharmacie Laaboudi صيدلية العبودي,Pharmacie,Formel,35.2619211,-2.9309033
bni_ansar,Cafe Pizzeria Amira Drems,Restaurant,Formel,35.2643418,-2.9338287
bni_ansar,Caseta Africana La Legión,Pub,Formel,35.2732745,-2.9282363
bni_ansar,Café sans nom,Café,Formel,35.2632567,-2.9322764
bni_ansar,Tanjawi,Café,Formel,35.2604638,-2.930309
bni_ansar,Café sans nom,Café,Formel,35.2627359,-2.9312015
bni_ansar,BIM,Supermarché,Formel,35.2642201,-2.9318399
bni_ansar,Café l'Honneur,Café,Formel,35.2644973,-2.9319879
bni_ansar,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,35.2644507,-2.9319756
bni_ansar,Boulangerie sans nom,Boulangerie,Formel,35.264413,-2.9319512
bni_ansar,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,35.2645408,-2.9320189
bni_ansar,Boulangerie sans nom,Boulangerie,Formel,35.2646062,-2.9320597
bni_ansar,Farmacia Triana,Pharmacie,Formel,35.2833048,-2.9415585
bni_ansar,Farmacia Villarroel,Pharmacie,Formel,35.2798344,-2.9367265
bni_ansar,Farmacia Arroyo,Pharmacie,Formel,35.2770919,-2.9398473
bni_ansar,Pub sans nom,Pub,Formel,35.2708598,-2.9346035
bni_ansar,Los Velez Pizza,Restaurant,Formel,35.2820962,-2.9384985
bni_ansar,Mercado del Real,Marché,Informel,35.276812,-2.9390691
bni_ansar,Mercadona,Supermarché,Formel,35.2820041,-2.9399948
bni_ansar,Café sans nom,Café,Formel,35.2812341,-2.9390114
bni_ansar,Souk Almarkaz سوق المركز,Marché,Informel,35.2632326,-2.9316657
bni_ansar,Mercado de Beni Enzar سوق بني انصار,Marché,Informel,35.2621629,-2.9340616
bni_ansar,Soul Beach Café,Bar,Formel,35.2832622,-2.9379793
bni_ansar,Bambú Lounge & Restaurant,Restaurant,Formel,35.2749309,-2.9325356
bni_ansar,Family Cash,Supermarché,Formel,35.2704994,-2.9392467
bni_ansar,Burger King,Fast-food,Formel,35.2717252,-2.9378958
bni_ansar,Belros,Confiserie,Informel,35.2707865,-2.9380089
bni_ansar,Cafetería Rubi,Café,Formel,35.2708742,-2.9390987
bni_ansar,Bodegas Madrid,Restaurant,Formel,35.2952743,-2.9414735
bni_ansar,Bar Sevilla,Restaurant,Formel,35.2931815,-2.9358205
bni_ansar,La Gaviota,Pub,Formel,35.2957898,-2.9413598
bni_ansar,Café Cervantes,Café,Formel,35.2936441,-2.9385813
bni_ansar,Los Arcos,Café,Formel,35.2944666,-2.9405551
bni_ansar,Farmacia Puga,Pharmacie,Formel,35.293387,-2.9376744
bni_ansar,Farmacia Centro,Pharmacie,Formel,35.2939109,-2.9406973
bni_ansar,Casa Martin,Pub,Formel,35.2844324,-2.9419489
bni_ansar,San Francisco,Café,Formel,35.2838435,-2.9388508
bni_ansar,Alvado,Restaurant,Formel,35.28915,-2.93598
bni_ansar,Hong Kong,Restaurant,Formel,35.2845787,-2.9392562
bni_ansar,El Arenal,Café,Formel,35.2851822,-2.9400159
bni_ansar,La Taberna Andaluza,Restaurant,Formel,35.293747,-2.9372267
bni_ansar,Discoburguer,Fast-food,Formel,35.2914096,-2.9432779
bni_ansar,Suma,Supermarché,Formel,35.2899686,-2.9474039
bni_ansar,La Fuente,Supermarché,Formel,35.2929237,-2.9471694
bni_ansar,Al Día,Supermarché,Formel,35.2928229,-2.946649
bni_ansar,El Dragón de Oro,Restaurant,Formel,35.2941799,-2.9423472
bni_ansar,Farmacía Jacob Benguigui Belilty,Pharmacie,Formel,35.2912704,-2.9463462
bni_ansar,La Posada de Paco Benítez,Restaurant,Formel,35.2906989,-2.9458501
bni_ansar,La Casa del Arroz,Restaurant,Formel,35.2906441,-2.9455923
bni_ansar,dalila,Café,Formel,35.2842323,-2.9484873
bni_ansar,Mr. Noodles,Restaurant,Formel,35.2852134,-2.9398372
bni_ansar,Bar Cerveceria Castelar,Restaurant,Formel,35.2956688,-2.9413919
bni_ansar,La Andaluza,Bar,Formel,35.2930909,-2.9368774
bni_ansar,Café Bar Navona,Café,Formel,35.2932628,-2.9366749
bni_ansar,La Pérgola,Restaurant,Formel,35.2929691,-2.9345988
bni_ansar,Mis Panes,Boulangerie,Formel,35.2927184,-2.9410206
bni_ansar,Mar de Alborán,Restaurant,Formel,35.2937663,-2.9423851
bni_ansar,Restaurant sans nom,Restaurant,Formel,35.2945516,-2.9408265
bni_ansar,Farmacia Manuel Muñoz,Pharmacie,Formel,35.2933084,-2.9418335
bni_ansar,Farmacia Chocrón,Pharmacie,Formel,35.292907,-2.9426118
bni_ansar,Aldi,Supermarché,Formel,35.2859389,-2.9423714
bni_ansar,Farmacia Lda. Amelia de Linares Rutllant,Pharmacie,Formel,35.2927257,-2.9384579
bni_ansar,Farmacia Adelino,Pharmacie,Formel,35.2978867,-2.9493852
bni_ansar,Farmacia Sánchez,Pharmacie,Formel,35.2952772,-2.943306
bni_ansar,Farmacia Moderna,Pharmacie,Formel,35.2932686,-2.9387583
bni_ansar,Farmacia Puga 2,Pharmacie,Formel,35.2899705,-2.9420507
bni_ansar,Farmacia Fuentes,Pharmacie,Formel,35.2935051,-2.9499713
bni_ansar,Anthony,Restaurant,Formel,35.2907135,-2.942333
bni_ansar,Principe,Kiosque,Informel,35.2927934,-2.9470578
bni_ansar,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,35.2898515,-2.9483736
bni_ansar,Mercado Público Colón,Marché,Informel,35.2967985,-2.9500168
bni_ansar,Supersol,Supermarché,Formel,35.2850688,-2.9426141
bni_ansar,Mercado Público del Buen Acuerdo,Marché,Informel,35.2876385,-2.9425686
bni_ansar,Las Torres,Kiosque,Informel,35.2895153,-2.9371075
bni_ansar,McDonald's,Fast-food,Formel,35.2880011,-2.9369269
bni_ansar,Mercado Central,Marché,Informel,35.2953495,-2.9441421
bni_chiker,cybercafe boulhrir أنترنيت بلحرير,Épicerie,Informel,35.1148686,-3.6436153
bni_chiker,Marché sans nom,Marché,Informel,35.1239069,-3.6311424
bni_drar,Souk,Marché,Informel,35.0798934,-2.2131267
bni_drar,Les Fleurs,Café,Formel,35.0851077,-2.2213654
bni_drar,Picasso,Café,Formel,35.0860427,-2.2234629
bni_drar,Le Nîmois,Restaurant,Formel,35.085527,-2.221871
bni_drar,Pharmacie Dallas صيدلية دالاس,Pharmacie,Formel,35.087071,-2.2315914
bni_drar,Restaurant LAVILLA,Restaurant,Formel,35.0850526,-2.2201233
bni_drar,Restaurant sans nom,Restaurant,Formel,35.0850538,-2.2201534
bni_drar,مقهى الأطفال,Café,Formel,35.0829752,-2.2024277
bni_drar,Pharmacie Atouani صيدلية عطواني,Pharmacie,Formel,35.0809612,-2.234207
bni_drar,Pharmacie de la Plage,Pharmacie,Formel,35.0836702,-2.2208785
bni_drar,Pharmacie Al Masjid صيدلية المسجد,Pharmacie,Formel,35.0802308,-2.2173044
bni_drar,Pharmacie Hlal صيدلية هلال,Pharmacie,Formel,35.0775243,-2.221258
bni_drar,pâtisserie Boulangerie PALAVAS,Boulangerie,Formel,35.077326,-2.2216743
bni_drar,صيدلية العربي,Pharmacie,Formel,35.0792136,-2.2049093
bni_drar,صيدلية أوكبدان,Pharmacie,Formel,35.0828323,-2.200171
bni_drar,مقهى سايم,Café,Formel,35.0812298,-2.2029198
bni_drar,ميلود,Café,Formel,35.0833386,-2.2009039
bni_drar,Marché,Marché,Informel,35.0811194,-2.2152284
bni_drar,استار هوس,Restaurant,Formel,35.0827024,-2.2010936
bni_drar,مطعم مراد,Restaurant,Formel,35.0820613,-2.2026493
bni_drar,Pharmacie Yahyaoui صيدلية يحياوي,Pharmacie,Formel,35.0790556,-2.2177351
bni_drar,Pharmacie Principale الصيدلية الرئيسية,Pharmacie,Formel,35.0849248,-2.2219488
bni_drar,Pharmacie La Perle Bleue صيدلية الجوهرة الزرقاء,Pharmacie,Formel,35.0777539,-2.2257173
bni_drar,Pharmacie La Plage صيدلية الشاطئ,Pharmacie,Formel,35.0851048,-2.222952
bni_drar,Café La Havana,Café,Formel,35.0854966,-2.2242662
bni_drar,مطعم الأطفال,Restaurant,Formel,35.0831073,-2.2026702
bni_drar,الباعة المتجولين,Marché,Informel,35.0826764,-2.2018372
bni_drar,La Corniche,Café,Formel,35.0859929,-2.2210895
bni_drar,Ski Hut,Café,Formel,35.0861088,-2.2215603
bni_drar,L'Opéra,Café,Formel,35.0858323,-2.2202212
bni_drar,Paloma Blanca,Restaurant,Formel,35.085917,-2.2206786
bni_drar,Samy Playa,Restaurant,Formel,35.0872772,-2.2272076
bni_drar,Paradise,Restaurant,Formel,35.088888,-2.2342723
bni_drar,Foire de Saïdia معرض السعيدية,Marché,Informel,35.0847512,-2.2178517
bni_drar,La Dorada,Café,Formel,35.086287,-2.2229018
bni_drar,Supermarché sans nom,Supermarché,Formel,35.0771216,-2.2229182
bni_drar,مخبزة إم بي إم,Boulangerie,Formel,35.0802012,-2.2048216
bni_drar,سوق مغطى,Marché,Informel,35.0810058,-2.2034463
bni_drar,مطعم منير,Restaurant,Formel,35.0819353,-2.2025106
bni_tadjite,640,Café,Formel,34.981371,-3.4674618
bni_tadjite,638,Café,Formel,34.9817337,-3.4673122
bni_tadjite,Café Nohaila,Café,Formel,34.974787,-3.4046567
bni_tadjite,Cafe Driouch,Café,Formel,34.9758325,-3.3915666
bni_tadjite,Cafe Barça,Café,Formel,34.9757892,-3.3907291
bni_tadjite,Restaurant Farid,Restaurant,Formel,34.9762822,-3.3871393
bni_tadjite,Pharmacie L´Hôpital صيدلية المستشفى,Pharmacie,Formel,34.9764271,-3.3856615
bni_tadjite,Café Centre-Ville,Café,Formel,34.9758489,-3.3886909
bni_tadjite,ParaPharmacie Be,Pharmacie,Formel,34.9761571,-3.3887173
bni_tadjite,Cafe Galaxy,Café,Formel,34.9695712,-3.3769293
bni_tadjite,Café Palace,Café,Formel,34.9782511,-3.3932088
bni_tadjite,Pharmacie Al Ibtissama صيدلية الابتسامة,Pharmacie,Formel,34.973166,-3.3833544
bni_tadjite,Pharmacie Abi Labass Annabati صيدلية أبي العباس النباتي,Pharmacie,Formel,34.9759179,-3.391247
bni_tadjite,Pharmacie Al Inaya صيدلية العناية,Pharmacie,Formel,34.9770948,-3.39181
bni_tadjite,Pharmacie Melilla صيدلية مليلية,Pharmacie,Formel,34.9792222,-3.3923222
bni_tadjite,Pharmacie Bab Souk صيدلية باب سوق,Pharmacie,Formel,34.9790875,-3.3942988
